District Short,District Long,State_Short,State,Wikipedia Page,Wikipedia_Mobile,Rep First Last,"Rep Last, First",Website,Party,ACHA Vote,Margin of Victory 2016,Total Vote,Top Opponent,Hispanic,White,Black,Native American,Asian,Pacific,Other,Multiple Races,Total,Senator 1,Senator 2,Room,Phone
UT-2,Utah District 2,UT,Utah,https://en.wikipedia.org/wiki/Utah%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Utah%27s_2nd_congressional_district,Chris Stewart,"Stewart, Chris ",https://stewart.house.gov/,Republican,Y,27.70%,"276,819",Charlene Albarran,"99,796","546,556","8,392","6,973","15,300","9,404","1,170","11,768","699,359",Hatch,Lee,323 CHOB,202-225-9730
UT-3,Utah District 3,UT,Utah,https://en.wikipedia.org/wiki/Utah%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Utah%27s_3rd_congressional_district,Jason Chaffetz,"Chaffetz, Jason ",https://chaffetz.house.gov/,Republican,Y,46.90%,"285,305",Stephen Tryon,"70,167","586,458","3,492","10,654","12,708","4,462","1,247","12,871","702,059",Hatch,Lee,2236 RHOB,202-225-7751
UT-4,Utah District 4,UT,Utah,https://en.wikipedia.org/wiki/Utah%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Utah%27s_4th_congressional_district,Mia Love,"Love, Mia ",https://love.house.gov/,Republican,Y,12.50%,"274,569",Doug Owens,"114,747","541,723","9,539","3,834","19,115","10,177",868,"11,437","711,440",Hatch,Lee,217 CHOB,202-225-3011
VT-AL,Vermont At-large District,VT,Vermont,https://en.wikipedia.org/wiki/Vermont%27s_at-large_congressional_district,https://en.m.wikipedia.org/wiki/Vermont%27s_at-large_congressional_district,Peter Welch,"Welch, Peter ",https://welch.house.gov/,Democrat,N,79.60%,"295,334",Erica Clawson,"9,803","588,820","5,964","1,693","7,835",108,508,"11,173","625,904",Leahy,Sanders,2303 RHOB,202-225-4115
VA-1,Virginia District 1,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_1st_congressional_district,Rob Wittman,"Wittman, Robert J. ",https://wittman.house.gov/,Republican,Y,23.30%,"384,601",Matt Rowe,"64,524","502,010","126,214","2,648","25,718",611,"1,085","19,086","741,896",Kaine,Warner,2055 RHOB,202-225-4261
VA-10,Virginia District 10,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_10th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_10th_congressional_district,Barbara Comstock,"Comstock, Barbara ",https://comstock.house.gov/,Republican,N,5.80%,"400,083",LuAnn Bennett,"91,579","492,758","49,743","1,416","89,946",460,"2,072","23,148","751,122",Kaine,Warner,229 CHOB,202-225-5136
VA-11,Virginia District 11,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_11th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_11th_congressional_district,Gerald E. Connolly,"Connolly, Gerald E. ""Gerry"" ",https://connolly.house.gov/,Democrat,N,75.80%,"282,003",Write-in,"133,437","364,623","89,959","1,222","129,663",695,"2,493","24,801","746,893",Kaine,Warner,2238 RHOB,202-225-1492
VA-2,Virginia District 2,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_2nd_congressional_district,Scott Taylor,"Taylor, Scott ",https://taylor.house.gov/,Republican,Y,22.90%,"310,567",Shaun Brown,"51,385","455,718","152,854","2,097","36,911","1,056","1,401","23,531","724,953",Kaine,Warner,412 CHOB,202-225-4215
VA-3,Virginia District 3,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_3rd_congressional_district,Robert C. Scott,"Scott, Robert C. ",https://bobbyscott.house.gov/,Democrat,N,33.60%,"312,340",Marty Williams,"40,481","241,715","421,139","2,345","13,348",507,"1,448","19,465","740,448",Kaine,Warner,1201 LHOB,202-225-8351
VA-4,Virginia District 4,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_4th_congressional_district,A. Donald McEachin,"McEachin, A. Donald ",https://mceachin.house.gov/,Democrat,N,15.70%,"346,656",Mike Wade,"35,776","434,558","228,784","1,656","15,761",392,987,"15,882","733,796",Kaine,Warner,314 CHOB,202-225-6365
VA-5,Virginia District 5,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_5th_congressional_district,Tom Garrett,"Garrett, Thomas ",https://tomgarrett.house.gov/,Republican,Y,16.70%,"356,756",Jane Dittmar,"23,925","529,707","147,961",942,"10,457",199,"1,005","12,843","727,039",Kaine,Warner,415 CHOB,202-225-4711
VA-6,Virginia District 6,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_6th_congressional_district,Robert W. Goodlatte,"Goodlatte, Bob ",https://goodlatte.house.gov/,Republican,Y,33.50%,"338,409",Kai Degner,"31,831","596,691","77,973","1,484","11,297",352,566,"13,509","733,703",Kaine,Warner,2309 RHOB,202-225-5431
VA-7,Virginia District 7,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_7th_congressional_district,Dave Brat,"Brat, Dave ",https://brat.house.gov/,Republican,Y,15.30%,"379,163",Eileen Bedell,"37,799","541,836","107,249","1,912","30,448",344,"1,512","14,926","736,026",Kaine,Warner,1628 LHOB,202-225-2815
VA-8,Virginia District 8,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_8th_congressional_district,Don Beyer,"Beyer, Don ",https://beyer.house.gov/,Democrat,N,41.10%,"360,676",Charles Hernick,"134,407","398,423","101,296","1,441","82,346",379,"2,705","20,108","741,105",Kaine,Warner,1119 LHOB,202-225-4376
VA-9,Virginia District 9,VA,Virginia,https://en.wikipedia.org/wiki/Virginia%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/Virginia%27s_9th_congressional_district,Morgan Griffith,"Griffith, Morgan ",https://morgangriffith.house.gov/,Republican,Y,40.30%,"310,314",Derek Kitts,"14,455","653,831","37,195",877,"8,484",177,896,"7,757","723,672",Kaine,Warner,2202 RHOB,202-225-3861
WA-1,Washington District 1,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_1st_congressional_district,Suzan DelBene,"DelBene, Suzan ",https://delbene.house.gov/,Democrat,N,10.80%,"349,398",Robert Sutherland,"56,979","527,095","7,498","6,160","60,515","1,719","1,305","22,963","684,234",Cantwell,Murray,2442 RHOB,202-225-6311
WA-10,Washington District 10,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_10th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_10th_congressional_district,Denny Heck,"Heck, Denny ",https://dennyheck.house.gov/,Democrat,N,17.30%,"290,564",Jim Postma,"70,848","474,612","39,926","8,117","43,293","10,479",775,"37,260","685,310",Cantwell,Murray,425 CHOB,202-225-9740
WA-2,Washington District 2,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_2nd_congressional_district,Rick Larsen,"Larsen, Rick ",https://larsen.house.gov/,Democrat,N,28%,"325,408",Marc Hennemann,"67,441","502,686","16,198","9,273","51,746","2,919","1,161","27,317","678,741",Cantwell,Murray,2113 RHOB,202-225-2605
WA-3,Washington District 3,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_3rd_congressional_district,Jaime Herrera Beutler,"Herrera Beutler, Jaime ",https://herrerabeutler.house.gov/,Republican,N,23.50%,"313,277",Jim Moeller,"55,438","561,348","9,616","5,342","20,829","2,961",591,"23,145","679,270",Cantwell,Murray,1107 LHOB,202-225-3536
WA-4,Washington District 4,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_4th_congressional_district,Dan Newhouse,"Newhouse, Dan ",https://newhouse.house.gov/,Republican,NoVote,15.30%,"229,919",Clint Didier,"249,693","386,418","6,608","15,625","10,022",605,469,"12,882","682,322",Cantwell,Murray,1318 LHOB,202-225-5816
WA-5,Washington District 5,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_5th_congressional_district,Cathy McMorris Rodgers,"McMorris Rodgers, Cathy ",https://mcmorris.house.gov/,Republican,Y,19.30%,"323,534",Joe Pakootas,"38,957","577,285","10,618","10,334","15,617","2,038",615,"21,122","676,586",Cantwell,Murray,1314 LHOB,202-225-2006
WA-6,Washington District 6,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_6th_congressional_district,Derek Kilmer,"Kilmer, Derek ",https://kilmer.house.gov/,Democrat,N,23.10%,"327,834",Todd Bloom,"45,625","530,618","24,503","12,948","26,310","4,059","1,044","32,309","677,416",Cantwell,Murray,1520 LHOB,202-225-5916
WA-7,Washington District 7,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_7th_congressional_district,Pramila Jayapal,"Jayapal, Pramila ",https://jayapal.house.gov/,Democrat,N,12%,"378,754",Brady Walkinshaw,"49,776","498,000","29,080","4,113","70,974","3,383","1,072","29,853","686,251",Cantwell,Murray,319 CHOB,202-225-3106
WA-8,Washington District 8,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_8th_congressional_district,Dave Reichert,"Reichert, David G. ",https://reichert.house.gov/,Republican,N,20.40%,"320,865",Tony Ventrella,"69,306","512,009","16,759","6,309","51,074","3,338","1,067","27,511","687,373",Cantwell,Murray,1127 LHOB,202-225-7761
WA-9,Washington District 9,WA,Washington,https://en.wikipedia.org/wiki/Washington%27s_9th_congressional_district,https://en.m.wikipedia.org/wiki/Washington%27s_9th_congressional_district,Adam Smith,"Smith, Adam ",https://adamsmith.house.gov/,Democrat,N,45.80%,"281,482",Doug Basler,"79,630","334,854","74,915","4,042","144,654","7,961","1,804","34,216","682,076",Cantwell,Murray,2264 RHOB,202-225-8901
WV-1,West Virginia District 1,WV,West Virginia,https://en.wikipedia.org/wiki/West_Virginia%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/West_Virginia%27s_1st_congressional_district,David B. McKinley,"McKinley, David ",https://mckinley.house.gov/,Republican,Y,37.90%,"237,003",Mike Manypenny,"7,057","581,027","14,267",931,"5,301",217,302,"7,872","616,974",Capito,Manchin,2239 RHOB,202-225-4172
WV-2,West Virginia District 2,WV,West Virginia,https://en.wikipedia.org/wiki/West_Virginia%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/West_Virginia%27s_2nd_congressional_district,Alex X. Mooney,"Mooney, Alex ",https://mooney.house.gov/,Republican,Y,16.40%,"242,014",Mark Hunt,"10,848","566,861","21,046",679,"4,485",160,485,"17,988","622,552",Capito,Manchin,1232 LHOB,202-225-2711
WV-3,West Virginia District 3,WV,West Virginia,https://en.wikipedia.org/wiki/West_Virginia%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/West_Virginia%27s_3rd_congressional_district,Evan H. Jenkins,"Jenkins, Evan ",https://evanjenkins.house.gov/,Republican,Y,43.90%,"207,332",Matt Detch,"5,380","573,581","22,491","1,109","2,866",217,445,"8,004","614,093",Capito,Manchin,1609 LHOB,202-225-3452
WI-1,Wisconsin District 1,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_1st_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_1st_congressional_district,Paul D. Ryan,"Ryan, Paul D. ",https://paulryan.house.gov/,Republican,Y,34.80%,"353,990",Ryan Solen,"65,287","582,728","36,818","1,629","11,902",227,908,"12,557","712,056",Baldwin,Johnson,1233 LHOB,202-225-3031
WI-2,Wisconsin District 2,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_2nd_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_2nd_congressional_district,Mark Pocan,"Pocan, Mark ",https://pocan.house.gov/,Democrat,N,37.60%,"397,581",Peter Theron,"42,935","603,167","29,404","2,034","26,135",162,482,"15,593","719,912",Baldwin,Johnson,1421 LHOB,202-225-2906
WI-3,Wisconsin District 3,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_3rd_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_3rd_congressional_district,Ron Kind,"Kind, Ron ",https://kind.house.gov/,Democrat,N,99.90%,"257,570",Write-in,"15,461","662,541","7,427","4,050","14,272",103,425,"8,559","712,838",Baldwin,Johnson,1502 LHOB,202-225-5506
WI-4,Wisconsin District 4,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_4th_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_4th_congressional_district,Gwen Moore,"Moore, Gwen ",https://gwenmoore.house.gov/,Democrat,N,65.30%,"285,858",Robert Raymond,"111,635","314,791","239,919","3,191","24,350",214,666,"18,002","712,768",Baldwin,Johnson,2252 RHOB,202-225-4572
WI-5,Wisconsin District 5,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_5th_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_5th_congressional_district,Jim Sensenbrenner,"Sensenbrenner, F. James ",https://sensenbrenner.house.gov/,Republican,Y,37.40%,"390,507",Khary Penebaker,"36,643","637,029","12,449","1,312","15,713",53,506,"9,779","713,484",Baldwin,Johnson,2449 RHOB,202-225-5101
WI-6,Wisconsin District 6,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_6th_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_6th_congressional_district,Glenn Grothman,"Grothman, Glenn ",https://grothman.house.gov/,Republican,Y,19.90%,"356,935",Sarah Lloyd,"28,394","645,669","10,670","2,971","14,346",121,288,"8,757","711,216",Baldwin,Johnson,1217 LHOB,202-225-2476
WI-7,Wisconsin District 7,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_7th_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_7th_congressional_district,Sean P. Duffy,"Duffy, Sean P. ",https://duffy.house.gov/,Republican,Y,23.40%,"362,061",Mary Hoeft,"13,581","657,817","4,611","13,971","10,576",149,322,"9,271","710,298",Baldwin,Johnson,2330 RHOB,202-225-3365
WI-8,Wisconsin District 8,WI,Wisconsin,https://en.wikipedia.org/wiki/Wisconsin%27s_8th_congressional_district,https://en.m.wikipedia.org/wiki/Wisconsin%27s_8th_congressional_district,Mike Gallagher,"Gallagher, Mike ",https://gallagher.house.gov/,Republican,Y,25.40%,"363,592",Tom Nelson,"31,930","632,327","8,148","16,106","14,615",117,475,"10,581","714,299",Baldwin,Johnson,1007 LHOB,202-225-5665
WY-AL,Wyoming's At-large District,WY,Wyoming,https://en.wikipedia.org/wiki/Wyoming%27s_at-large_congressional_district,https://en.m.wikipedia.org/wiki/Wyoming%27s_at-large_congressional_district,Liz Cheney,"Cheney, Liz ",https://cheney.house.gov/,Republican,Y,32.10%,"251,776",Ryan Greene,"52,454","485,654","5,060","11,524","4,671",173,217,"10,381","570,134",Barrasso,Enzi,416 CHOB,202-225-2311
